movie_id,rating,review_text
17,3.2,Strong pacing and great cast.
17,2.7,Loved the visuals and soundtrack.
24,2.5,"Plot was predictable, still fun."
39,3.2,Would recommend to friends.
14,2.6,Loved the visuals and soundtrack.
3,1.9,Loved the visuals and soundtrack.
18,2.9,Loved the visuals and soundtrack.
33,2.8,Would recommend to friends.
8,2.5,Would recommend to friends.
31,3.1,Would recommend to friends.
7,1.9,Strong pacing and great cast.
2,2.5,Would recommend to friends.
27,2.5,Strong pacing and great cast.
14,2.8,Would recommend to friends.
7,2.6,"Plot was predictable, still fun."
40,5.0,"Plot was predictable, still fun."
5,4.1,Would recommend to friends.
31,4.2,Strong pacing and great cast.
16,3.3,Loved the visuals and soundtrack.
24,2.6,Would recommend to friends.
40,3.4,Enjoyable but some scenes felt slow.
26,3.5,Loved the visuals and soundtrack.
13,3.2,Strong pacing and great cast.
5,2.6,Enjoyable but some scenes felt slow.
18,2.2,Strong pacing and great cast.
23,2.0,Strong pacing and great cast.
3,2.7,Enjoyable but some scenes felt slow.
15,1.4,Enjoyable but some scenes felt slow.
36,2.2,"Plot was predictable, still fun."
6,2.4,Loved the visuals and soundtrack.
25,2.2,Loved the visuals and soundtrack.
15,2.6,"Plot was predictable, still fun."
8,3.0,"Plot was predictable, still fun."
28,2.3,Strong pacing and great cast.
17,2.8,Would recommend to friends.
35,2.8,Enjoyable but some scenes felt slow.
22,3.5,Strong pacing and great cast.
3,3.5,Strong pacing and great cast.
5,2.6,"Plot was predictable, still fun."
35,3.8,Loved the visuals and soundtrack.
30,3.4,Would recommend to friends.
27,2.7,Strong pacing and great cast.
17,4.0,"Plot was predictable, still fun."
30,4.3,Would recommend to friends.
16,2.7,Strong pacing and great cast.
5,3.4,Enjoyable but some scenes felt slow.
7,3.0,Strong pacing and great cast.
26,2.7,Strong pacing and great cast.
16,2.2,Would recommend to friends.
20,2.4,Strong pacing and great cast.
7,1.7,Strong pacing and great cast.
7,2.7,Enjoyable but some scenes felt slow.
22,3.5,Strong pacing and great cast.
2,3.0,Would recommend to friends.
23,2.8,Enjoyable but some scenes felt slow.
14,3.1,Would recommend to friends.
20,3.3,Enjoyable but some scenes felt slow.
23,2.5,Enjoyable but some scenes felt slow.
6,3.5,"Plot was predictable, still fun."
18,3.9,Strong pacing and great cast.
31,4.2,Would recommend to friends.
39,3.6,Would recommend to friends.
26,4.1,Loved the visuals and soundtrack.
15,3.4,Would recommend to friends.
1,3.9,Strong pacing and great cast.
8,3.2,Enjoyable but some scenes felt slow.
30,4.3,Would recommend to friends.
4,2.6,Strong pacing and great cast.
13,2.1,Enjoyable but some scenes felt slow.
23,2.1,Loved the visuals and soundtrack.
27,3.5,Would recommend to friends.
10,3.3,Loved the visuals and soundtrack.
23,1.2,Would recommend to friends.
4,2.4,Would recommend to friends.
39,3.7,Enjoyable but some scenes felt slow.
35,4.0,Enjoyable but some scenes felt slow.
19,2.6,Enjoyable but some scenes felt slow.
23,3.3,"Plot was predictable, still fun."
33,2.7,Strong pacing and great cast.
33,3.3,Would recommend to friends.
10,3.2,Loved the visuals and soundtrack.
38,2.7,Would recommend to friends.
15,2.4,"Plot was predictable, still fun."
22,2.6,Would recommend to friends.
26,2.1,Loved the visuals and soundtrack.
12,2.8,Would recommend to friends.
9,4.0,Strong pacing and great cast.
39,4.1,Would recommend to friends.
13,2.6,Loved the visuals and soundtrack.
30,1.6,"Plot was predictable, still fun."
33,3.1,Enjoyable but some scenes felt slow.
6,3.4,"Plot was predictable, still fun."
18,1.8,Enjoyable but some scenes felt slow.
13,2.4,Strong pacing and great cast.
1,3.6,Would recommend to friends.
37,2.8,"Plot was predictable, still fun."
12,3.5,Would recommend to friends.
25,2.7,Enjoyable but some scenes felt slow.
18,2.4,Loved the visuals and soundtrack.
18,3.4,Loved the visuals and soundtrack.
13,2.6,Strong pacing and great cast.
35,3.2,"Plot was predictable, still fun."
28,3.7,"Plot was predictable, still fun."
11,2.6,Enjoyable but some scenes felt slow.
14,2.5,Loved the visuals and soundtrack.
35,2.1,Enjoyable but some scenes felt slow.
13,2.5,Loved the visuals and soundtrack.
1,3.0,Would recommend to friends.
11,3.2,Strong pacing and great cast.
39,2.6,Would recommend to friends.
23,2.1,Strong pacing and great cast.
27,2.6,Loved the visuals and soundtrack.
39,3.3,"Plot was predictable, still fun."
23,3.5,Strong pacing and great cast.
33,3.7,"Plot was predictable, still fun."
10,2.8,Enjoyable but some scenes felt slow.
25,2.6,Enjoyable but some scenes felt slow.
20,2.0,Enjoyable but some scenes felt slow.
1,3.8,Strong pacing and great cast.
5,2.6,Would recommend to friends.
38,3.0,Loved the visuals and soundtrack.
24,2.8,Would recommend to friends.
32,2.8,Strong pacing and great cast.
3,2.3,Strong pacing and great cast.
3,2.5,"Plot was predictable, still fun."
13,3.6,Strong pacing and great cast.
27,2.9,Enjoyable but some scenes felt slow.
38,2.6,Would recommend to friends.
28,2.5,"Plot was predictable, still fun."
34,3.5,Strong pacing and great cast.
21,3.8,Loved the visuals and soundtrack.
28,3.3,Loved the visuals and soundtrack.
29,3.4,Enjoyable but some scenes felt slow.
9,2.6,Would recommend to friends.
33,3.0,Would recommend to friends.
18,3.2,Enjoyable but some scenes felt slow.
22,1.8,Strong pacing and great cast.
37,1.8,"Plot was predictable, still fun."
19,1.7,Strong pacing and great cast.
38,2.2,Strong pacing and great cast.
29,2.8,Would recommend to friends.
11,2.4,Enjoyable but some scenes felt slow.
5,3.4,Enjoyable but some scenes felt slow.
6,2.6,Enjoyable but some scenes felt slow.
40,3.1,Loved the visuals and soundtrack.
12,2.3,Enjoyable but some scenes felt slow.
23,2.6,Enjoyable but some scenes felt slow.
38,2.6,Would recommend to friends.
17,2.7,"Plot was predictable, still fun."
4,1.7,"Plot was predictable, still fun."
7,3.2,Enjoyable but some scenes felt slow.
6,2.3,Enjoyable but some scenes felt slow.
33,2.7,Loved the visuals and soundtrack.
4,2.7,Enjoyable but some scenes felt slow.
26,3.5,"Plot was predictable, still fun."
7,2.6,Strong pacing and great cast.
4,2.5,"Plot was predictable, still fun."
37,1.9,Loved the visuals and soundtrack.
27,2.9,Loved the visuals and soundtrack.
40,2.6,Would recommend to friends.
23,2.5,"Plot was predictable, still fun."
28,2.5,"Plot was predictable, still fun."
28,1.1,Strong pacing and great cast.
8,1.3,Would recommend to friends.
35,3.9,Enjoyable but some scenes felt slow.
8,3.7,Enjoyable but some scenes felt slow.
22,2.4,Loved the visuals and soundtrack.
11,3.1,Loved the visuals and soundtrack.
29,3.2,Would recommend to friends.
1,4.0,Enjoyable but some scenes felt slow.
23,2.5,Loved the visuals and soundtrack.
13,2.7,"Plot was predictable, still fun."
38,2.1,Strong pacing and great cast.
1,2.8,"Plot was predictable, still fun."
27,2.1,Loved the visuals and soundtrack.
37,1.8,Loved the visuals and soundtrack.
1,2.7,Would recommend to friends.
31,1.3,Strong pacing and great cast.
23,2.1,"Plot was predictable, still fun."
1,2.5,Would recommend to friends.
2,1.4,Strong pacing and great cast.
39,2.7,Enjoyable but some scenes felt slow.
37,2.1,Strong pacing and great cast.
10,3.2,Strong pacing and great cast.
39,1.9,Strong pacing and great cast.
31,3.5,Loved the visuals and soundtrack.
9,2.5,Enjoyable but some scenes felt slow.
36,2.2,"Plot was predictable, still fun."
33,4.7,"Plot was predictable, still fun."
34,3.4,Strong pacing and great cast.
22,3.3,Would recommend to friends.
25,2.8,"Plot was predictable, still fun."
28,3.2,Would recommend to friends.
29,4.6,Would recommend to friends.
15,3.6,Would recommend to friends.
31,3.6,Loved the visuals and soundtrack.
10,3.1,Enjoyable but some scenes felt slow.
15,2.3,Loved the visuals and soundtrack.
36,2.6,Loved the visuals and soundtrack.
13,3.2,Loved the visuals and soundtrack.
25,3.5,Strong pacing and great cast.
32,2.6,Strong pacing and great cast.
37,1.8,Strong pacing and great cast.
38,2.7,Enjoyable but some scenes felt slow.
38,3.4,Would recommend to friends.
30,2.0,Enjoyable but some scenes felt slow.
31,3.5,"Plot was predictable, still fun."
33,2.9,Strong pacing and great cast.
30,3.4,Strong pacing and great cast.
28,2.5,Would recommend to friends.
3,3.9,"Plot was predictable, still fun."
5,2.9,Loved the visuals and soundtrack.
27,3.8,Loved the visuals and soundtrack.
20,4.8,Loved the visuals and soundtrack.
14,2.0,Enjoyable but some scenes felt slow.
10,2.9,Would recommend to friends.
8,3.8,"Plot was predictable, still fun."
30,2.4,Strong pacing and great cast.
2,1.5,"Plot was predictable, still fun."
36,3.1,Would recommend to friends.
5,3.6,Strong pacing and great cast.
26,3.1,Loved the visuals and soundtrack.
35,3.2,Would recommend to friends.
5,3.0,"Plot was predictable, still fun."
32,3.4,Strong pacing and great cast.
20,3.0,Loved the visuals and soundtrack.
25,4.2,"Plot was predictable, still fun."
20,3.1,Would recommend to friends.
15,2.7,Enjoyable but some scenes felt slow.
25,2.5,Enjoyable but some scenes felt slow.
34,2.2,Loved the visuals and soundtrack.
8,2.7,Would recommend to friends.
10,2.9,"Plot was predictable, still fun."
39,1.7,Enjoyable but some scenes felt slow.
8,2.6,"Plot was predictable, still fun."
23,3.1,Enjoyable but some scenes felt slow.
19,3.3,Strong pacing and great cast.
5,2.7,Enjoyable but some scenes felt slow.
19,3.8,"Plot was predictable, still fun."
19,2.9,Strong pacing and great cast.
32,3.1,Loved the visuals and soundtrack.
39,3.1,Strong pacing and great cast.
23,2.1,Would recommend to friends.
7,4.2,Loved the visuals and soundtrack.
32,3.3,Would recommend to friends.
2,2.6,Strong pacing and great cast.
33,4.4,Enjoyable but some scenes felt slow.
24,3.0,Enjoyable but some scenes felt slow.
9,2.7,Loved the visuals and soundtrack.
9,2.5,"Plot was predictable, still fun."
18,2.6,Would recommend to friends.
7,2.7,Loved the visuals and soundtrack.
9,4.8,Strong pacing and great cast.
29,2.4,"Plot was predictable, still fun."
12,3.4,"Plot was predictable, still fun."
1,2.8,Enjoyable but some scenes felt slow.
28,3.6,Loved the visuals and soundtrack.
16,3.6,Would recommend to friends.
32,3.3,"Plot was predictable, still fun."
11,3.7,"Plot was predictable, still fun."
25,2.7,Loved the visuals and soundtrack.
39,3.0,Loved the visuals and soundtrack.
1,3.2,"Plot was predictable, still fun."
36,2.3,Would recommend to friends.
11,2.7,Would recommend to friends.
25,3.0,Loved the visuals and soundtrack.
37,1.6,Would recommend to friends.
24,3.1,Loved the visuals and soundtrack.
11,3.4,Enjoyable but some scenes felt slow.
16,2.8,Would recommend to friends.
5,2.9,Loved the visuals and soundtrack.
6,2.5,Would recommend to friends.
29,3.8,Strong pacing and great cast.
35,2.9,Would recommend to friends.
23,2.6,Enjoyable but some scenes felt slow.
4,1.7,Strong pacing and great cast.
18,3.2,Enjoyable but some scenes felt slow.
18,2.8,"Plot was predictable, still fun."
38,2.4,Loved the visuals and soundtrack.
33,3.8,Loved the visuals and soundtrack.
21,3.6,Strong pacing and great cast.
19,3.3,Loved the visuals and soundtrack.
21,4.0,"Plot was predictable, still fun."
39,2.5,Would recommend to friends.
14,2.9,Enjoyable but some scenes felt slow.
30,3.0,Would recommend to friends.
18,2.5,"Plot was predictable, still fun."
5,2.7,Enjoyable but some scenes felt slow.
32,2.7,Loved the visuals and soundtrack.
38,2.3,Loved the visuals and soundtrack.
36,2.5,Enjoyable but some scenes felt slow.
24,2.6,"Plot was predictable, still fun."
11,3.7,Strong pacing and great cast.
35,4.0,Would recommend to friends.
29,2.3,Would recommend to friends.
20,2.2,Would recommend to friends.
29,2.3,Would recommend to friends.
22,1.6,Enjoyable but some scenes felt slow.
36,3.5,Loved the visuals and soundtrack.
39,2.9,Would recommend to friends.
11,2.7,Loved the visuals and soundtrack.
16,3.2,Strong pacing and great cast.
2,3.2,Enjoyable but some scenes felt slow.
37,2.1,"Plot was predictable, still fun."
17,2.8,Strong pacing and great cast.
33,2.7,Loved the visuals and soundtrack.
23,2.4,Strong pacing and great cast.
15,3.1,Strong pacing and great cast.
40,2.4,Would recommend to friends.
22,3.0,Would recommend to friends.
38,3.2,Would recommend to friends.
7,3.0,Enjoyable but some scenes felt slow.
10,2.8,Loved the visuals and soundtrack.
34,3.9,Strong pacing and great cast.
38,3.9,Enjoyable but some scenes felt slow.
14,3.1,Would recommend to friends.
31,4.1,Enjoyable but some scenes felt slow.
17,2.9,Enjoyable but some scenes felt slow.
28,4.7,Loved the visuals and soundtrack.
38,4.0,Loved the visuals and soundtrack.
20,2.3,Strong pacing and great cast.
5,1.5,Would recommend to friends.
34,3.4,"Plot was predictable, still fun."
23,1.9,Would recommend to friends.
7,3.8,"Plot was predictable, still fun."
19,3.8,Loved the visuals and soundtrack.
20,2.5,Enjoyable but some scenes felt slow.
28,3.9,Enjoyable but some scenes felt slow.
29,2.4,Strong pacing and great cast.
4,3.1,Strong pacing and great cast.
10,3.0,Would recommend to friends.
18,3.4,Loved the visuals and soundtrack.
32,3.5,Enjoyable but some scenes felt slow.
18,3.0,Strong pacing and great cast.
23,2.3,Strong pacing and great cast.
34,1.9,Enjoyable but some scenes felt slow.
32,2.6,"Plot was predictable, still fun."
33,3.0,Enjoyable but some scenes felt slow.
1,2.4,Strong pacing and great cast.
6,4.0,Strong pacing and great cast.
29,1.8,Loved the visuals and soundtrack.
36,4.3,Would recommend to friends.
21,2.3,Strong pacing and great cast.
1,2.9,"Plot was predictable, still fun."
32,3.2,Strong pacing and great cast.
7,2.7,Strong pacing and great cast.
6,3.1,Enjoyable but some scenes felt slow.
35,2.4,Strong pacing and great cast.
14,2.4,Strong pacing and great cast.
21,3.7,Strong pacing and great cast.
10,2.6,Strong pacing and great cast.
16,3.3,Would recommend to friends.
14,4.6,Would recommend to friends.
8,2.6,Would recommend to friends.
11,2.6,Would recommend to friends.
5,2.4,Enjoyable but some scenes felt slow.
30,4.8,Strong pacing and great cast.
5,3.5,Would recommend to friends.
4,1.1,Loved the visuals and soundtrack.
21,3.3,Loved the visuals and soundtrack.
37,2.9,Would recommend to friends.
13,2.6,Would recommend to friends.
11,3.9,Strong pacing and great cast.
35,3.3,Loved the visuals and soundtrack.
12,3.9,Would recommend to friends.
18,3.4,Strong pacing and great cast.
14,3.7,Loved the visuals and soundtrack.
18,2.2,"Plot was predictable, still fun."
4,1.7,"Plot was predictable, still fun."
10,3.3,Strong pacing and great cast.
25,2.8,Loved the visuals and soundtrack.
8,3.7,"Plot was predictable, still fun."
24,4.1,Strong pacing and great cast.
1,2.7,Loved the visuals and soundtrack.
22,2.9,"Plot was predictable, still fun."
39,2.8,"Plot was predictable, still fun."
37,2.2,Enjoyable but some scenes felt slow.
22,4.7,Enjoyable but some scenes felt slow.
23,2.7,"Plot was predictable, still fun."
22,2.1,Would recommend to friends.
4,2.0,Loved the visuals and soundtrack.
1,2.9,Loved the visuals and soundtrack.
25,2.8,Enjoyable but some scenes felt slow.
38,2.3,Enjoyable but some scenes felt slow.
29,3.7,Would recommend to friends.
5,3.6,Would recommend to friends.
32,3.2,"Plot was predictable, still fun."
19,2.3,Enjoyable but some scenes felt slow.
31,3.3,Enjoyable but some scenes felt slow.
37,4.3,Strong pacing and great cast.
20,2.1,Would recommend to friends.
10,3.5,Would recommend to friends.
5,3.1,Enjoyable but some scenes felt slow.
32,2.7,Loved the visuals and soundtrack.
34,2.0,Would recommend to friends.
3,1.5,Strong pacing and great cast.
10,2.0,Strong pacing and great cast.
31,3.5,"Plot was predictable, still fun."
30,2.6,Would recommend to friends.
9,2.5,Strong pacing and great cast.
6,3.6,"Plot was predictable, still fun."
16,3.4,Enjoyable but some scenes felt slow.
22,2.8,Loved the visuals and soundtrack.
35,4.2,"Plot was predictable, still fun."
2,2.3,Loved the visuals and soundtrack.
16,4.2,Enjoyable but some scenes felt slow.
9,2.6,"Plot was predictable, still fun."
35,2.8,Loved the visuals and soundtrack.
7,3.0,Enjoyable but some scenes felt slow.
30,2.5,Enjoyable but some scenes felt slow.
31,4.4,Loved the visuals and soundtrack.
30,3.3,Strong pacing and great cast.
22,3.0,Enjoyable but some scenes felt slow.
23,3.2,Enjoyable but some scenes felt slow.
7,2.2,Strong pacing and great cast.
33,4.3,Would recommend to friends.
3,3.2,Loved the visuals and soundtrack.
34,2.2,"Plot was predictable, still fun."
6,3.0,Strong pacing and great cast.
23,2.8,Strong pacing and great cast.
17,2.5,Would recommend to friends.
26,3.3,Enjoyable but some scenes felt slow.
18,2.7,"Plot was predictable, still fun."
2,2.9,Enjoyable but some scenes felt slow.
17,2.0,Would recommend to friends.
14,3.1,Enjoyable but some scenes felt slow.
26,2.7,Loved the visuals and soundtrack.
18,2.4,Loved the visuals and soundtrack.
12,3.8,Loved the visuals and soundtrack.
23,3.7,"Plot was predictable, still fun."
11,3.4,Loved the visuals and soundtrack.
20,3.7,Would recommend to friends.
8,2.2,Enjoyable but some scenes felt slow.
17,2.9,Strong pacing and great cast.
34,2.1,"Plot was predictable, still fun."
34,3.2,Would recommend to friends.
2,2.8,Enjoyable but some scenes felt slow.
12,2.2,Strong pacing and great cast.
8,2.5,Would recommend to friends.
26,2.4,Strong pacing and great cast.
12,1.8,Strong pacing and great cast.
7,2.6,Strong pacing and great cast.
40,4.7,Loved the visuals and soundtrack.
14,4.0,"Plot was predictable, still fun."
26,3.7,Would recommend to friends.
20,2.7,"Plot was predictable, still fun."
38,2.4,Loved the visuals and soundtrack.
9,3.3,"Plot was predictable, still fun."
38,2.3,Would recommend to friends.
38,2.8,Enjoyable but some scenes felt slow.
32,3.2,Enjoyable but some scenes felt slow.
13,2.6,Enjoyable but some scenes felt slow.
21,1.7,Strong pacing and great cast.
27,2.2,"Plot was predictable, still fun."
20,3.6,Strong pacing and great cast.
32,2.5,Enjoyable but some scenes felt slow.
13,4.6,Loved the visuals and soundtrack.
34,2.6,Would recommend to friends.
35,3.6,"Plot was predictable, still fun."
39,2.1,Would recommend to friends.
26,2.2,Enjoyable but some scenes felt slow.
37,4.3,Would recommend to friends.
15,2.2,Strong pacing and great cast.
36,2.7,"Plot was predictable, still fun."
14,3.8,Would recommend to friends.
5,4.1,"Plot was predictable, still fun."
26,4.0,Enjoyable but some scenes felt slow.
4,1.9,Strong pacing and great cast.
40,2.4,Strong pacing and great cast.
27,2.5,"Plot was predictable, still fun."
13,2.9,Loved the visuals and soundtrack.
26,3.8,Enjoyable but some scenes felt slow.
20,4.5,Strong pacing and great cast.
10,2.8,"Plot was predictable, still fun."
2,2.8,Strong pacing and great cast.
8,2.6,Strong pacing and great cast.
14,2.2,Strong pacing and great cast.
15,2.3,Enjoyable but some scenes felt slow.
5,3.5,Would recommend to friends.
16,2.6,Loved the visuals and soundtrack.
38,3.0,Loved the visuals and soundtrack.
21,3.3,Loved the visuals and soundtrack.
2,1.8,Enjoyable but some scenes felt slow.
29,2.8,"Plot was predictable, still fun."
10,4.1,Enjoyable but some scenes felt slow.
8,2.0,Strong pacing and great cast.
